scene,seq,N_req,N,box_lo,box_hi,A_in_box,B_in_box
apartment_2,seq_0011,8,8,"[-8.982, -3.665, -9.753]","[5.934, 0.343, -1.064]",True,True
apartment_2,seq_0011,16,15,"[-8.982, -3.695, -9.753]","[6.385, 0.343, -0.873]",True,True
apartment_2,seq_0011,-1,15,"[-8.982, -3.695, -9.753]","[6.385, 0.343, -0.873]",True,True
frl_apartment_5,seq_0000,1,1,"[-3.145, -3.458, -6.851]","[6.366, 0.712, 1.386]",True,True
frl_apartment_5,seq_0000,2,2,"[-3.145, -3.458, -6.851]","[8.989, 0.712, 2.604]",True,True
frl_apartment_5,seq_0000,4,4,"[-4.48, -3.458, -8.628]","[11.375, 0.752, 2.604]",True,True
frl_apartment_5,seq_0000,8,8,"[-4.621, -3.468, -7.946]","[11.545, 0.932, 2.604]",True,True
frl_apartment_5,seq_0000,16,15,"[-4.621, -3.613, -8.628]","[11.666, 0.932, 2.604]",True,True
frl_apartment_5,seq_0000,-1,15,"[-4.621, -3.613, -8.628]","[11.666, 0.932, 2.604]",True,True
frl_apartment_5,seq_0001,1,1,"[-3.22, -3.497, -6.462]","[10.402, 0.716, 1.284]",True,True
frl_apartment_5,seq_0001,2,2,"[-3.96, -3.497, -6.462]","[10.402, 1.762, 1.284]",True,True
frl_apartment_5,seq_0001,4,4,"[-3.96, -3.512, -6.464]","[10.888, 1.762, 1.689]",True,True
frl_apartment_5,seq_0001,8,8,"[-3.96, -3.517, -6.579]","[11.038, 1.762, 1.682]",True,True
frl_apartment_5,seq_0001,16,16,"[-3.96, -3.517, -6.671]","[11.038, 1.762, 1.689]",True,True
frl_apartment_5,seq_0001,-1,16,"[-3.96, -3.517, -6.671]","[11.038, 1.762, 1.689]",True,True
frl_apartment_5,seq_0002,1,1,"[-1.818, -3.458, -7.14]","[10.007, 1.066, 0.154]",True,True
frl_apartment_5,seq_0002,2,2,"[-3.515, -3.686, -7.14]","[10.007, 2.25, 1.564]",True,True
frl_apartment_5,seq_0002,4,4,"[-3.826, -3.686, -7.14]","[11.159, 2.25, 1.732]",True,True
frl_apartment_5,seq_0002,8,8,"[-3.716, -3.686, -7.254]","[10.745, 2.25, 1.941]",True,True
frl_apartment_5,seq_0002,16,16,"[-3.872, -3.686, -7.297]","[11.406, 2.25, 2.095]",True,True
frl_apartment_5,seq_0002,-1,60,"[-3.976, -3.686, -7.4]","[11.406, 2.25, 2.095]",True,True
frl_apartment_5,seq_0003,1,1,"[-1.846, -3.491, -7.315]","[10.361, 0.411, 2.027]",True,True
frl_apartment_5,seq_0003,2,2,"[-2.394, -3.497, -7.315]","[10.361, 0.472, 2.027]",True,True
frl_apartment_5,seq_0003,4,4,"[-2.979, -3.507, -7.743]","[10.361, 0.561, 2.027]",True,True
frl_apartment_5,seq_0003,8,8,"[-3.617, -3.517, -7.699]","[10.361, 0.561, 2.348]",True,True
frl_apartment_5,seq_0003,16,14,"[-4.068, -3.517, -7.743]","[10.361, 0.561, 3.001]",True,True
frl_apartment_5,seq_0003,-1,14,"[-4.068, -3.517, -7.743]","[10.361, 0.561, 3.001]",True,True
frl_apartment_5,seq_0004,1,1,"[-3.923, -3.556, -7.856]","[10.157, 1.116, 1.551]",True,True
frl_apartment_5,seq_0004,2,2,"[-3.923, -3.556, -7.877]","[10.157, 1.116, 2.307]",True,True
frl_apartment_5,seq_0004,4,4,"[-4.443, -3.556, -7.877]","[11.141, 1.116, 2.307]",True,True
frl_apartment_5,seq_0004,8,8,"[-4.443, -3.556, -7.953]","[11.241, 1.116, 2.307]",True,True
frl_apartment_5,seq_0004,16,15,"[-4.443, -3.556, -8.225]","[11.57, 1.116, 2.307]",True,True
frl_apartment_5,seq_0004,-1,15,"[-4.443, -3.556, -8.225]","[11.57, 1.116, 2.307]",True,True
frl_apartment_5,seq_0005,1,1,"[-3.694, -3.458, -6.614]","[9.986, 0.755, 1.663]",True,True
frl_apartment_5,seq_0005,2,2,"[-4.521, -3.478, -6.614]","[9.986, 0.755, 1.663]",True,True
frl_apartment_5,seq_0005,4,4,"[-4.935, -3.517, -6.614]","[10.512, 0.868, 1.663]",True,True
frl_apartment_5,seq_0005,8,8,"[-5.116, -3.704, -6.699]","[10.649, 0.897, 1.663]",True,True
frl_apartment_5,seq_0005,16,16,"[-5.202, -3.704, -7.886]","[10.812, 0.945, 1.663]",True,True
frl_apartment_5,seq_0005,-1,33,"[-5.36, -3.704, -8.576]","[10.812, 1.04, 1.733]",True,True
frl_apartment_5,seq_0006,1,1,"[-3.692, -3.478, -6.855]","[9.277, 0.731, 1.493]",True,True
frl_apartment_5,seq_0006,2,2,"[-4.32, -3.497, -6.855]","[9.277, 0.731, 1.863]",True,True
frl_apartment_5,seq_0006,4,4,"[-5.342, -3.545, -6.855]","[9.277, 0.836, 1.863]",True,True
frl_apartment_5,seq_0006,8,8,"[-5.233, -3.52, -7.134]","[9.576, 1.04, 1.863]",True,True
frl_apartment_5,seq_0006,16,16,"[-5.342, -3.704, -7.152]","[9.576, 1.04, 1.863]",True,True
frl_apartment_5,seq_0006,-1,18,"[-5.342, -3.706, -7.152]","[9.576, 1.04, 1.863]",True,True
frl_apartment_5,seq_0007,1,1,"[-2.144, -3.458, -7.361]","[10.771, 0.708, 1.446]",True,True
frl_apartment_5,seq_0007,2,2,"[-2.144, -3.507, -7.361]","[10.771, 0.712, 1.648]",True,True
frl_apartment_5,seq_0007,4,4,"[-3.266, -3.507, -7.361]","[10.771, 0.719, 1.755]",True,True
frl_apartment_5,seq_0007,8,8,"[-3.557, -3.507, -7.361]","[10.828, 0.774, 2.487]",True,True
frl_apartment_5,seq_0007,16,16,"[-3.557, -3.507, -7.361]","[10.812, 0.793, 2.487]",True,True
frl_apartment_5,seq_0007,-1,29,"[-3.557, -3.507, -7.687]","[10.828, 0.793, 3.201]",True,True
frl_apartment_5,seq_0008,1,1,"[-3.497, -3.553, -6.462]","[9.645, 0.922, 1.518]",True,True
frl_apartment_5,seq_0008,2,2,"[-4.062, -3.566, -6.462]","[9.645, 0.922, 1.518]",True,True
frl_apartment_5,seq_0008,4,4,"[-4.062, -3.566, -6.462]","[9.645, 0.922, 2.358]",True,True
frl_apartment_5,seq_0008,8,8,"[-4.062, -3.572, -6.462]","[9.645, 1.21, 2.737]",True,True
frl_apartment_5,seq_0008,16,16,"[-4.062, -3.572, -6.462]","[9.645, 1.21, 2.737]",True,True
frl_apartment_5,seq_0008,-1,24,"[-4.062, -3.572, -6.462]","[9.645, 1.21, 2.737]",True,True
frl_apartment_5,seq_0009,1,1,"[-2.878, -3.497, -7.21]","[10.41, 0.501, 2.49]",True,True
frl_apartment_5,seq_0009,2,2,"[-2.878, -3.497, -7.525]","[10.41, 1.579, 2.49]",True,True
frl_apartment_5,seq_0009,4,4,"[-3.564, -3.517, -8.161]","[10.618, 1.579, 2.49]",True,True
frl_apartment_5,seq_0009,8,8,"[-3.82, -3.517, -8.146]","[10.582, 1.579, 2.49]",True,True
frl_apartment_5,seq_0009,16,16,"[-4.038, -3.612, -8.161]","[10.678, 1.579, 2.886]",True,True
frl_apartment_5,seq_0009,-1,34,"[-4.271, -3.612, -8.99]","[10.678, 1.62, 2.886]",True,True
frl_apartment_5,seq_0010,1,1,"[-3.806, -3.456, -8.018]","[9.62, 0.905, 1.436]",True,True
frl_apartment_5,seq_0010,2,2,"[-3.806, -3.497, -8.018]","[11.307, 0.905, 1.695]",True,True
frl_apartment_5,seq_0010,4,4,"[-3.806, -3.507, -8.018]","[11.307, 0.905, 3.117]",True,True
frl_apartment_5,seq_0010,8,8,"[-3.806, -3.517, -8.269]","[11.307, 0.905, 2.426]",True,True
frl_apartment_5,seq_0010,16,16,"[-3.806, -3.527, -8.067]","[11.307, 0.905, 3.117]",True,True
frl_apartment_5,seq_0010,-1,32,"[-3.806, -3.527, -8.269]","[11.307, 0.905, 3.117]",True,True
frl_apartment_5,seq_0011,1,1,"[-3.763, -3.507, -5.41]","[9.286, 0.942, 1.295]",True,True
frl_apartment_5,seq_0011,2,2,"[-3.841, -3.556, -5.41]","[9.286, 0.942, 1.295]",True,True
frl_apartment_5,seq_0011,4,4,"[-3.936, -3.556, -5.41]","[9.286, 0.942, 1.385]",True,True
frl_apartment_5,seq_0011,8,8,"[-3.878, -3.705, -5.41]","[9.286, 1.066, 1.338]",True,True
frl_apartment_5,seq_0011,16,16,"[-4.028, -3.705, -5.41]","[9.286, 1.066, 1.401]",True,True
frl_apartment_5,seq_0011,-1,18,"[-4.028, -3.705, -5.41]","[9.286, 1.066, 1.401]",True,True
frl_apartment_5,seq_0012,1,1,"[-3.106, -3.468, -6.088]","[7.098, 0.548, 1.364]",True,True
frl_apartment_5,seq_0012,2,2,"[-3.106, -3.468, -6.088]","[9.339, 0.548, 2.689]",True,True
frl_apartment_5,seq_0012,4,4,"[-4.35, -3.468, -7.957]","[11.243, 0.712, 2.689]",True,True
frl_apartment_5,seq_0012,8,8,"[-5.04, -3.468, -8.364]","[11.763, 0.712, 2.729]",True,True
frl_apartment_5,seq_0012,16,15,"[-5.163, -3.478, -8.364]","[11.763, 0.83, 2.729]",True,True
frl_apartment_5,seq_0012,-1,15,"[-5.163, -3.478, -8.364]","[11.763, 0.83, 2.729]",True,True
frl_apartment_5,seq_0013,1,1,"[-4.433, -3.586, -8.317]","[9.876, 0.986, 1.212]",True,True
frl_apartment_5,seq_0013,2,2,"[-4.433, -3.586, -8.317]","[9.876, 0.986, 2.155]",True,True
frl_apartment_5,seq_0013,4,4,"[-4.433, -3.586, -9.053]","[9.995, 0.986, 2.155]",True,True
frl_apartment_5,seq_0013,8,8,"[-4.433, -3.586, -9.053]","[10.331, 0.986, 2.518]",True,True
frl_apartment_5,seq_0013,16,16,"[-5.112, -3.586, -9.053]","[10.331, 0.986, 2.857]",True,True
frl_apartment_5,seq_0013,-1,16,"[-5.112, -3.586, -9.053]","[10.331, 0.986, 2.857]",True,True
frl_apartment_5,seq_0014,1,1,"[-2.178, -3.504, -9.133]","[8.326, 1.084, 2.493]",True,True
frl_apartment_5,seq_0014,2,2,"[-2.178, -3.517, -9.133]","[8.433, 1.084, 2.493]",True,True
frl_apartment_5,seq_0014,4,4,"[-3.189, -3.517, -9.133]","[9.293, 1.084, 3.098]",True,True
frl_apartment_5,seq_0014,8,8,"[-3.67, -3.534, -9.133]","[10.44, 1.203, 3.13]",True,True
frl_apartment_5,seq_0014,16,16,"[-3.189, -3.534, -9.133]","[10.485, 1.253, 4.332]",True,True
frl_apartment_5,seq_0014,-1,44,"[-3.801, -3.588, -9.133]","[10.485, 1.278, 4.779]",True,True
office_4,seq_0000,1,1,"[-1.52, -3.231, -4.787]","[5.51, 0.59, 2.514]",True,True
office_4,seq_0000,2,2,"[-1.618, -3.37, -5.404]","[5.663, 0.746, 3.278]",True,True
office_4,seq_0000,4,4,"[-2.184, -3.37, -5.404]","[5.663, 0.746, 3.278]",True,True
office_4,seq_0000,8,8,"[-3.668, -3.37, -5.404]","[5.663, 0.746, 3.278]",True,True
office_4,seq_0000,16,15,"[-3.668, -3.37, -5.404]","[5.751, 0.746, 3.278]",True,True
office_4,seq_0000,-1,15,"[-3.668, -3.37, -5.404]","[5.751, 0.746, 3.278]",True,True
office_4,seq_0001,1,1,"[-1.793, -3.185, -4.578]","[5.363, 1.081, 1.88]",True,True
office_4,seq_0001,2,2,"[-1.793, -3.204, -4.578]","[5.363, 1.081, 2.5]",True,True
office_4,seq_0001,4,4,"[-1.793, -3.233, -4.734]","[5.365, 1.081, 3.0]",True,True
office_4,seq_0001,8,8,"[-2.155, -3.253, -4.731]","[5.443, 1.081, 4.116]",True,True
office_4,seq_0001,16,14,"[-2.155, -3.309, -4.734]","[5.443, 1.081, 4.116]",True,True
office_4,seq_0001,-1,14,"[-2.155, -3.309, -4.734]","[5.443, 1.081, 4.116]",True,True
office_4,seq_0002,1,1,"[-1.425, -3.227, -4.524]","[5.348, 0.57, 2.825]",True,True
office_4,seq_0002,2,2,"[-1.875, -3.307, -4.524]","[5.361, 1.132, 2.825]",True,True
office_4,seq_0002,4,4,"[-1.875, -3.429, -4.664]","[5.402, 1.132, 3.517]",True,True
office_4,seq_0002,8,8,"[-2.268, -3.429, -4.72]","[5.789, 1.132, 3.957]",True,True
office_4,seq_0002,16,16,"[-2.268, -3.429, -4.868]","[5.952, 1.132, 4.3]",True,True
office_4,seq_0002,-1,16,"[-2.268, -3.429, -4.868]","[5.952, 1.132, 4.3]",True,True
office_4,seq_0003,1,1,"[-2.448, -3.233, -4.889]","[5.662, 0.629, 2.25]",True,True
office_4,seq_0003,2,2,"[-2.448, -3.341, -4.889]","[5.662, 1.263, 2.25]",True,True
office_4,seq_0003,4,4,"[-2.448, -3.341, -5.194]","[5.662, 1.263, 3.912]",True,True
office_4,seq_0003,8,8,"[-3.439, -3.341, -5.194]","[5.662, 1.263, 4.435]",True,True
office_4,seq_0003,16,16,"[-3.439, -3.341, -5.383]","[5.662, 1.263, 4.435]",True,True
office_4,seq_0003,-1,16,"[-3.439, -3.341, -5.383]","[5.662, 1.263, 4.435]",True,True
office_4,seq_0004,1,1,"[-1.426, -3.311, -4.323]","[7.368, 0.746, 2.521]",True,True
office_4,seq_0004,2,2,"[-2.811, -3.311, -5.724]","[7.368, 0.976, 2.772]",True,True
office_4,seq_0004,4,4,"[-2.811, -3.311, -5.724]","[7.368, 0.976, 2.772]",True,True
office_4,seq_0004,8,8,"[-2.811, -3.311, -5.724]","[7.368, 0.976, 2.817]",True,True
office_4,seq_0004,16,16,"[-2.811, -3.311, -5.724]","[7.419, 0.976, 3.002]",True,True
office_4,seq_0004,-1,18,"[-2.811, -3.311, -5.724]","[7.419, 0.976, 3.002]",True,True
office_4,seq_0005,1,1,"[-1.591, -3.204, -4.537]","[7.447, 0.736, 2.698]",True,True
office_4,seq_0005,2,2,"[-1.655, -3.45, -4.537]","[7.447, 0.976, 2.698]",True,True
office_4,seq_0005,4,4,"[-1.655, -3.45, -4.537]","[7.447, 0.976, 2.808]",True,True
office_4,seq_0005,8,8,"[-1.948, -3.45, -4.537]","[7.447, 0.976, 5.681]",True,True
office_4,seq_0005,16,16,"[-1.948, -3.45, -4.537]","[7.454, 0.976, 5.681]",True,True
office_4,seq_0005,-1,21,"[-1.948, -3.45, -4.537]","[7.454, 0.976, 5.681]",True,True
office_4,seq_0006,1,1,"[-1.734, -3.231, -4.66]","[5.517, 0.59, 2.572]",True,True
office_4,seq_0006,2,2,"[-1.734, -3.231, -5.332]","[5.698, 0.736, 2.58]",True,True
office_4,seq_0006,4,4,"[-1.734, -3.233, -5.332]","[5.709, 0.746, 2.584]",True,True
office_4,seq_0006,8,8,"[-3.062, -3.304, -5.332]","[5.804, 0.765, 2.736]",True,True
office_4,seq_0006,16,16,"[-3.062, -3.304, -5.332]","[5.804, 0.765, 2.736]",True,True
office_4,seq_0006,-1,16,"[-3.062, -3.304, -5.332]","[5.804, 0.765, 2.736]",True,True
office_4,seq_0007,1,1,"[-1.504, -3.184, -5.055]","[5.474, 0.531, 3.225]",True,True
office_4,seq_0007,2,2,"[-1.504, -3.214, -5.055]","[5.664, 0.976, 3.225]",True,True
office_4,seq_0007,4,4,"[-1.504, -3.286, -5.063]","[5.664, 0.976, 3.225]",True,True
office_4,seq_0007,8,8,"[-2.189, -3.509, -5.545]","[5.719, 0.976, 3.225]",True,True
office_4,seq_0007,16,16,"[-2.116, -3.496, -5.563]","[5.829, 0.976, 3.378]",True,True
office_4,seq_0007,-1,23,"[-2.189, -3.509, -5.563]","[5.829, 0.976, 3.378]",True,True
office_4,seq_0008,1,1,"[-1.478, -3.429, -4.79]","[7.16, 0.785, 2.987]",True,True
office_4,seq_0008,2,2,"[-2.568, -3.429, -6.567]","[7.16, 0.976, 2.987]",True,True
office_4,seq_0008,4,4,"[-2.821, -3.429, -6.567]","[7.998, 0.976, 2.987]",True,True
office_4,seq_0008,8,8,"[-3.318, -3.429, -6.742]","[7.998, 0.976, 2.987]",True,True
office_4,seq_0008,16,15,"[-3.318, -3.429, -6.742]","[7.998, 0.976, 2.987]",True,True
office_4,seq_0008,-1,15,"[-3.318, -3.429, -6.742]","[7.998, 0.976, 2.987]",True,True
office_4,seq_0009,1,1,"[-1.845, -3.204, -5.34]","[6.807, 0.716, 2.447]",True,True
office_4,seq_0009,2,2,"[-2.918, -3.214, -5.34]","[6.807, 0.775, 2.953]",True,True
office_4,seq_0009,4,4,"[-2.918, -3.214, -5.577]","[7.203, 0.775, 3.012]",True,True
office_4,seq_0009,8,8,"[-4.144, -3.348, -6.402]","[6.891, 0.775, 3.012]",True,True
office_4,seq_0009,16,16,"[-4.144, -3.348, -6.569]","[7.451, 0.775, 3.085]",True,True
office_4,seq_0009,-1,19,"[-4.144, -3.348, -6.569]","[7.451, 0.775, 3.085]",True,True
office_4,seq_0010,1,1,"[-1.581, -3.155, -4.462]","[5.105, 0.541, 2.635]",True,True
office_4,seq_0010,2,2,"[-1.581, -3.38, -4.462]","[5.217, 1.071, 2.635]",True,True
office_4,seq_0010,4,4,"[-1.913, -3.38, -5.067]","[5.551, 1.071, 2.635]",True,True
office_4,seq_0010,8,8,"[-1.704, -3.38, -5.129]","[5.502, 1.071, 2.737]",True,True
office_4,seq_0010,16,14,"[-1.913, -3.38, -5.129]","[5.551, 1.071, 2.744]",True,True
office_4,seq_0010,-1,14,"[-1.913, -3.38, -5.129]","[5.551, 1.071, 2.744]",True,True
office_4,seq_0011,1,1,"[-1.875, -3.243, -4.317]","[5.734, 0.697, 2.743]",True,True
office_4,seq_0011,2,2,"[-2.063, -3.243, -5.214]","[5.851, 0.976, 2.865]",True,True
office_4,seq_0011,4,4,"[-2.063, -3.243, -5.214]","[5.851, 0.976, 3.292]",True,True
office_4,seq_0011,8,8,"[-2.063, -3.389, -5.214]","[7.288, 0.976, 3.46]",True,True
office_4,seq_0011,16,16,"[-2.221, -3.389, -5.214]","[7.288, 0.976, 4.62]",True,True
office_4,seq_0011,-1,24,"[-2.221, -3.389, -5.214]","[7.288, 0.976, 4.62]",True,True
