scene,seq,N_req,N,box_lo,box_hi,A_in_box,B_in_box
frl_apartment_5,seq_0002,4,4,"[-3.608, -3.804, -6.962]","[10.754, 2.425, 1.739]",True,True
frl_apartment_5,seq_0002,8,8,"[-3.608, -3.804, -7.217]","[10.959, 2.425, 1.882]",True,True
frl_apartment_5,seq_0002,16,16,"[-3.608, -3.804, -7.062]","[10.951, 2.425, 2.095]",True,True
frl_apartment_5,seq_0002,-1,60,"[-3.608, -3.964, -7.217]","[11.18, 2.425, 2.095]",True,True
frl_apartment_5,seq_0003,1,1,"[-1.846, -3.427, -7.463]","[10.12, 0.6, 2.027]",True,True
frl_apartment_5,seq_0003,2,2,"[-2.452, -3.604, -7.463]","[10.12, 0.712, 2.027]",True,True
frl_apartment_5,seq_0003,4,4,"[-2.452, -3.604, -7.541]","[10.12, 0.712, 2.027]",True,True
frl_apartment_5,seq_0003,8,8,"[-2.721, -3.604, -7.496]","[10.12, 0.712, 2.382]",True,True
frl_apartment_5,seq_0003,16,14,"[-2.914, -3.604, -7.541]","[10.12, 0.712, 2.471]",True,True
frl_apartment_5,seq_0003,-1,14,"[-2.914, -3.604, -7.541]","[10.12, 0.712, 2.471]",True,True
frl_apartment_5,seq_0004,1,1,"[-3.563, -3.478, -7.501]","[9.646, 0.755, 1.603]",True,True
frl_apartment_5,seq_0004,2,2,"[-3.563, -3.605, -7.501]","[9.646, 0.755, 2.43]",True,True
frl_apartment_5,seq_0004,4,4,"[-3.865, -3.605, -7.531]","[10.629, 0.755, 2.43]",True,True
frl_apartment_5,seq_0004,8,8,"[-3.637, -3.605, -7.711]","[10.834, 0.755, 2.43]",True,True
frl_apartment_5,seq_0004,16,15,"[-3.865, -3.605, -8.005]","[11.124, 0.798, 2.43]",True,True
frl_apartment_5,seq_0004,-1,15,"[-3.865, -3.605, -8.005]","[11.124, 0.798, 2.43]",True,True
frl_apartment_5,seq_0005,1,1,"[-3.694, -3.605, -6.272]","[9.744, 0.712, 1.796]",True,True
frl_apartment_5,seq_0005,2,2,"[-4.367, -3.605, -6.58]","[9.744, 0.837, 1.796]",True,True
frl_apartment_5,seq_0005,4,4,"[-4.367, -3.605, -6.58]","[10.062, 0.837, 1.829]",True,True
frl_apartment_5,seq_0005,8,8,"[-4.422, -3.605, -6.699]","[10.045, 0.837, 1.933]",True,True
frl_apartment_5,seq_0005,16,16,"[-4.739, -3.605, -7.043]","[10.062, 0.837, 1.829]",True,True
frl_apartment_5,seq_0005,-1,33,"[-4.889, -3.801, -7.043]","[10.171, 0.966, 1.95]",True,True
frl_apartment_5,seq_0006,1,1,"[-3.692, -3.499, -6.525]","[8.46, 0.712, 1.461]",True,True
frl_apartment_5,seq_0006,2,2,"[-4.32, -3.604, -6.525]","[8.46, 0.712, 1.928]",True,True
frl_apartment_5,seq_0006,4,4,"[-4.32, -3.604, -6.525]","[8.46, 0.712, 1.928]",True,True
frl_apartment_5,seq_0006,8,8,"[-4.769, -3.605, -6.56]","[8.46, 0.804, 1.928]",True,True
frl_apartment_5,seq_0006,16,16,"[-4.769, -3.605, -6.56]","[8.46, 0.837, 1.928]",True,True
frl_apartment_5,seq_0006,-1,18,"[-4.769, -3.605, -6.56]","[8.46, 0.837, 1.939]",True,True
frl_apartment_5,seq_0007,1,1,"[-1.625, -3.458, -7.001]","[9.817, 0.712, 1.815]",True,True
frl_apartment_5,seq_0007,2,2,"[-1.965, -3.605, -7.001]","[9.817, 0.712, 1.815]",True,True
frl_apartment_5,seq_0007,4,4,"[-3.391, -3.605, -7.001]","[10.194, 0.712, 1.815]",True,True
frl_apartment_5,seq_0007,8,8,"[-2.86, -3.605, -7.001]","[10.179, 0.712, 2.53]",True,True
frl_apartment_5,seq_0007,16,16,"[-3.391, -3.605, -7.001]","[11.016, 0.712, 2.827]",True,True
frl_apartment_5,seq_0007,-1,29,"[-3.405, -3.605, -7.021]","[11.016, 0.712, 2.922]",True,True
frl_apartment_5,seq_0008,1,1,"[-3.463, -3.759, -6.462]","[9.645, 0.712, 1.689]",True,True
frl_apartment_5,seq_0008,2,2,"[-4.062, -3.759, -6.462]","[9.645, 0.712, 1.689]",True,True
frl_apartment_5,seq_0008,4,4,"[-4.144, -3.759, -6.462]","[9.645, 0.836, 2.266]",True,True
frl_apartment_5,seq_0008,8,8,"[-4.062, -3.801, -6.462]","[9.645, 1.009, 2.824]",True,True
frl_apartment_5,seq_0008,16,16,"[-4.144, -3.801, -6.462]","[9.646, 1.009, 2.824]",True,True
frl_apartment_5,seq_0008,-1,24,"[-4.144, -3.801, -6.462]","[9.646, 1.227, 2.824]",True,True
frl_apartment_5,seq_0009,1,1,"[-2.151, -3.497, -7.062]","[10.419, 0.712, 2.353]",True,True
frl_apartment_5,seq_0009,2,2,"[-3.035, -3.497, -7.284]","[10.419, 1.379, 2.353]",True,True
frl_apartment_5,seq_0009,4,4,"[-3.429, -3.517, -7.718]","[10.852, 1.379, 2.353]",True,True
frl_apartment_5,seq_0009,8,8,"[-3.624, -3.604, -7.849]","[11.037, 1.537, 3.548]",True,True
frl_apartment_5,seq_0009,16,16,"[-3.796, -3.689, -7.718]","[10.852, 1.687, 2.353]",True,True
frl_apartment_5,seq_0009,-1,34,"[-4.068, -3.743, -8.605]","[11.037, 1.81, 3.548]",True,True
frl_apartment_5,seq_0010,1,1,"[-3.11, -3.456, -7.802]","[9.139, 0.801, 1.436]",True,True
frl_apartment_5,seq_0010,2,2,"[-3.11, -3.497, -7.802]","[11.307, 0.801, 1.695]",True,True
frl_apartment_5,seq_0010,4,4,"[-3.11, -3.507, -7.831]","[11.307, 0.801, 3.302]",True,True
frl_apartment_5,seq_0010,8,8,"[-3.11, -3.604, -7.907]","[11.307, 0.801, 2.471]",True,True
frl_apartment_5,seq_0010,16,16,"[-3.656, -3.604, -7.831]","[11.307, 0.801, 3.302]",True,True
frl_apartment_5,seq_0010,-1,32,"[-3.656, -3.801, -7.917]","[11.307, 0.801, 3.302]",True,True
frl_apartment_5,seq_0011,1,1,"[-3.841, -3.605, -5.419]","[8.632, 0.712, 1.808]",True,True
frl_apartment_5,seq_0011,2,2,"[-3.841, -3.645, -5.419]","[8.632, 0.836, 1.808]",True,True
frl_apartment_5,seq_0011,4,4,"[-4.254, -3.659, -5.419]","[8.632, 1.009, 1.808]",True,True
frl_apartment_5,seq_0011,8,8,"[-3.99, -3.645, -5.419]","[8.632, 1.227, 1.808]",True,True
frl_apartment_5,seq_0011,16,16,"[-4.254, -3.659, -5.419]","[8.632, 1.227, 1.808]",True,True
frl_apartment_5,seq_0011,-1,18,"[-4.254, -3.659, -5.419]","[8.632, 1.227, 1.808]",True,True
frl_apartment_5,seq_0012,1,1,"[-3.016, -3.468, -5.732]","[7.098, 0.712, 1.308]",True,True
frl_apartment_5,seq_0012,2,2,"[-3.016, -3.604, -5.732]","[9.71, 0.712, 2.074]",True,True
frl_apartment_5,seq_0012,4,4,"[-3.853, -3.604, -7.007]","[10.945, 0.712, 2.527]",True,True
frl_apartment_5,seq_0012,8,8,"[-3.979, -3.604, -7.319]","[11.415, 0.712, 2.815]",True,True
frl_apartment_5,seq_0012,16,15,"[-4.014, -3.604, -7.513]","[11.415, 0.712, 2.815]",True,True
frl_apartment_5,seq_0012,-1,15,"[-4.014, -3.604, -7.513]","[11.415, 0.712, 2.815]",True,True
frl_apartment_5,seq_0013,1,1,"[-4.227, -3.572, -7.967]","[10.011, 0.927, 1.212]",True,True
frl_apartment_5,seq_0013,2,2,"[-4.227, -3.604, -7.967]","[10.011, 0.927, 2.155]",True,True
frl_apartment_5,seq_0013,4,4,"[-4.227, -3.604, -9.053]","[10.011, 0.927, 2.155]",True,True
frl_apartment_5,seq_0013,8,8,"[-4.227, -3.604, -9.053]","[10.19, 0.935, 2.591]",True,True
frl_apartment_5,seq_0013,16,16,"[-4.227, -3.604, -9.053]","[10.19, 0.935, 2.757]",True,True
frl_apartment_5,seq_0013,-1,16,"[-4.227, -3.604, -9.053]","[10.19, 0.935, 2.757]",True,True
frl_apartment_5,seq_0014,1,1,"[-2.135, -3.478, -8.405]","[8.397, 0.877, 2.462]",True,True
frl_apartment_5,seq_0014,2,2,"[-2.233, -3.659, -8.405]","[8.433, 0.877, 2.462]",True,True
frl_apartment_5,seq_0014,4,4,"[-3.05, -3.659, -8.405]","[9.361, 0.877, 2.462]",True,True
frl_apartment_5,seq_0014,8,8,"[-3.67, -3.678, -8.405]","[9.69, 0.877, 3.481]",True,True
frl_apartment_5,seq_0014,16,16,"[-3.05, -3.659, -8.759]","[10.089, 0.887, 4.209]",True,True
frl_apartment_5,seq_0014,-1,44,"[-3.801, -3.678, -8.759]","[10.089, 1.03, 4.814]",True,True
office_4,seq_0000,1,1,"[-1.52, -3.165, -4.664]","[5.591, 0.976, 2.514]",True,True
office_4,seq_0000,2,2,"[-1.572, -3.204, -5.279]","[5.591, 0.976, 3.028]",True,True
office_4,seq_0000,4,4,"[-1.839, -3.204, -5.279]","[5.755, 0.976, 3.028]",True,True
office_4,seq_0000,8,8,"[-3.072, -3.214, -5.279]","[5.846, 0.976, 3.028]",True,True
office_4,seq_0000,16,15,"[-3.072, -3.214, -5.279]","[5.846, 0.976, 3.028]",True,True
office_4,seq_0000,-1,15,"[-3.072, -3.214, -5.279]","[5.846, 0.976, 3.028]",True,True
office_4,seq_0001,1,1,"[-1.793, -3.212, -4.533]","[5.441, 1.081, 1.353]",True,True
office_4,seq_0001,2,2,"[-1.793, -3.212, -4.795]","[5.441, 1.081, 2.344]",True,True
office_4,seq_0001,4,4,"[-1.793, -3.233, -4.795]","[5.443, 1.081, 2.524]",True,True
office_4,seq_0001,8,8,"[-2.155, -3.253, -4.919]","[5.447, 1.081, 3.869]",True,True
office_4,seq_0001,16,14,"[-2.155, -3.253, -4.919]","[5.447, 1.081, 3.869]",True,True
office_4,seq_0001,-1,14,"[-2.155, -3.253, -4.919]","[5.447, 1.081, 3.869]",True,True
office_4,seq_0002,1,1,"[-1.413, -3.223, -4.895]","[5.436, 0.976, 2.542]",True,True
office_4,seq_0002,2,2,"[-1.875, -3.223, -4.895]","[5.436, 1.132, 2.542]",True,True
office_4,seq_0002,4,4,"[-1.875, -3.341, -4.895]","[5.436, 1.132, 4.159]",True,True
office_4,seq_0002,8,8,"[-1.875, -3.341, -4.895]","[5.81, 1.132, 4.221]",True,True
office_4,seq_0002,16,16,"[-1.875, -3.395, -5.044]","[5.81, 1.132, 4.604]",True,True
office_4,seq_0002,-1,16,"[-1.875, -3.395, -5.044]","[5.81, 1.132, 4.604]",True,True
office_4,seq_0003,1,1,"[-2.448, -3.34, -5.038]","[6.008, 0.976, 2.064]",True,True
office_4,seq_0003,2,2,"[-2.448, -3.341, -5.038]","[6.008, 1.263, 2.064]",True,True
office_4,seq_0003,4,4,"[-2.448, -3.341, -5.283]","[6.008, 1.263, 3.118]",True,True
office_4,seq_0003,8,8,"[-3.439, -3.341, -5.283]","[6.156, 1.263, 3.64]",True,True
office_4,seq_0003,16,16,"[-3.439, -3.341, -5.402]","[6.156, 1.263, 3.64]",True,True
office_4,seq_0003,-1,16,"[-3.439, -3.341, -5.402]","[6.156, 1.263, 3.64]",True,True
office_4,seq_0004,1,1,"[-1.549, -3.223, -4.501]","[6.689, 0.976, 2.615]",True,True
office_4,seq_0004,2,2,"[-2.549, -3.341, -5.987]","[6.689, 0.976, 2.812]",True,True
office_4,seq_0004,4,4,"[-2.549, -3.341, -5.987]","[6.689, 0.976, 2.967]",True,True
office_4,seq_0004,8,8,"[-2.549, -3.395, -5.987]","[6.698, 0.976, 3.135]",True,True
office_4,seq_0004,16,16,"[-2.549, -3.395, -5.987]","[7.02, 0.976, 3.252]",True,True
office_4,seq_0004,-1,18,"[-2.549, -3.395, -5.987]","[7.02, 0.976, 3.252]",True,True
office_4,seq_0005,1,1,"[-1.694, -3.204, -4.537]","[6.904, 0.976, 2.875]",True,True
office_4,seq_0005,2,2,"[-1.746, -3.395, -4.537]","[6.904, 0.976, 2.875]",True,True
office_4,seq_0005,4,4,"[-1.837, -3.395, -4.719]","[6.904, 0.976, 2.875]",True,True
office_4,seq_0005,8,8,"[-2.012, -3.395, -4.64]","[6.904, 0.976, 4.916]",True,True
office_4,seq_0005,16,16,"[-2.012, -3.414, -4.719]","[7.007, 0.976, 4.916]",True,True
office_4,seq_0005,-1,21,"[-2.012, -3.414, -4.719]","[7.007, 0.976, 4.916]",True,True
office_4,seq_0006,1,1,"[-1.734, -3.194, -4.66]","[5.595, 0.976, 2.494]",True,True
office_4,seq_0006,2,2,"[-1.734, -3.229, -5.291]","[5.693, 0.976, 2.58]",True,True
office_4,seq_0006,4,4,"[-1.734, -3.233, -5.296]","[5.871, 0.976, 2.58]",True,True
office_4,seq_0006,8,8,"[-2.532, -3.243, -5.296]","[5.889, 0.976, 2.736]",True,True
office_4,seq_0006,16,16,"[-2.64, -3.391, -5.33]","[5.889, 0.976, 2.736]",True,True
office_4,seq_0006,-1,16,"[-2.64, -3.391, -5.33]","[5.889, 0.976, 2.736]",True,True
office_4,seq_0007,1,1,"[-1.345, -3.184, -4.946]","[5.551, 0.976, 3.222]",True,True
office_4,seq_0007,2,2,"[-1.345, -3.341, -4.946]","[5.806, 0.976, 3.222]",True,True
office_4,seq_0007,4,4,"[-1.399, -3.341, -5.355]","[5.806, 0.976, 3.222]",True,True
office_4,seq_0007,8,8,"[-2.189, -3.341, -5.545]","[5.806, 0.976, 3.222]",True,True
office_4,seq_0007,16,16,"[-2.027, -3.395, -5.563]","[6.033, 0.976, 3.222]",True,True
office_4,seq_0007,-1,23,"[-2.189, -3.395, -5.563]","[6.033, 0.976, 3.222]",True,True
office_4,seq_0008,1,1,"[-1.781, -3.301, -4.79]","[6.795, 0.976, 2.962]",True,True
office_4,seq_0008,2,2,"[-2.311, -3.381, -5.344]","[6.795, 0.976, 2.962]",True,True
office_4,seq_0008,4,4,"[-2.41, -3.381, -5.663]","[7.321, 0.976, 3.181]",True,True
office_4,seq_0008,8,8,"[-2.874, -3.381, -6.375]","[7.321, 0.976, 3.283]",True,True
office_4,seq_0008,16,15,"[-2.984, -3.381, -6.513]","[7.321, 0.976, 3.386]",True,True
office_4,seq_0008,-1,15,"[-2.984, -3.381, -6.513]","[7.321, 0.976, 3.386]",True,True
office_4,seq_0009,1,1,"[-1.968, -3.204, -4.804]","[5.844, 0.976, 2.46]",True,True
office_4,seq_0009,2,2,"[-2.918, -3.34, -5.272]","[5.844, 0.976, 2.938]",True,True
office_4,seq_0009,4,4,"[-2.918, -3.34, -5.463]","[6.633, 0.976, 3.086]",True,True
office_4,seq_0009,8,8,"[-3.44, -3.34, -6.2]","[6.727, 0.976, 3.086]",True,True
office_4,seq_0009,16,16,"[-3.513, -3.34, -6.2]","[6.818, 0.976, 3.328]",True,True
office_4,seq_0009,-1,19,"[-3.513, -3.34, -6.2]","[6.818, 0.976, 3.328]",True,True
office_4,seq_0010,1,1,"[-1.577, -3.155, -4.767]","[5.188, 0.8, 2.945]",True,True
office_4,seq_0010,2,2,"[-1.577, -3.264, -4.767]","[5.188, 1.071, 2.945]",True,True
office_4,seq_0010,4,4,"[-1.746, -3.264, -5.169]","[5.593, 1.071, 2.945]",True,True
office_4,seq_0010,8,8,"[-1.912, -3.264, -5.099]","[5.624, 1.071, 2.945]",True,True
office_4,seq_0010,16,14,"[-1.912, -3.264, -5.169]","[5.725, 1.071, 2.945]",True,True
office_4,seq_0010,-1,14,"[-1.912, -3.264, -5.169]","[5.725, 1.071, 2.945]",True,True
office_4,seq_0011,1,1,"[-2.023, -3.243, -4.697]","[5.247, 0.976, 2.637]",True,True
office_4,seq_0011,2,2,"[-2.023, -3.34, -4.697]","[5.247, 0.976, 2.911]",True,True
office_4,seq_0011,4,4,"[-2.023, -3.34, -5.021]","[5.463, 0.976, 3.208]",True,True
office_4,seq_0011,8,8,"[-2.063, -3.395, -4.729]","[6.789, 0.976, 3.377]",True,True
office_4,seq_0011,16,16,"[-2.318, -3.395, -5.021]","[6.789, 0.976, 4.663]",True,True
office_4,seq_0011,-1,24,"[-2.318, -3.395, -5.021]","[6.789, 0.976, 4.663]",True,True
