scene,seq,N_req,N,box_lo,box_hi,A_in_box,B_in_box
apartment_2,seq_0009,1,1,"[-4.312, -3.71, -9.467]","[5.25, 0.167, -0.461]",True,True
apartment_2,seq_0009,2,2,"[-4.312, -3.977, -9.467]","[6.476, 0.431, -0.461]",True,True
apartment_2,seq_0009,4,4,"[-5.67, -3.988, -10.283]","[6.714, 0.431, -0.461]",True,True
apartment_2,seq_0009,8,8,"[-4.655, -3.977, -11.124]","[7.029, 0.431, -0.461]",True,True
apartment_2,seq_0009,16,16,"[-6.342, -4.065, -11.587]","[7.101, 0.524, -0.236]",True,True
apartment_2,seq_0009,-1,25,"[-6.342, -4.065, -11.587]","[7.101, 0.524, -0.236]",True,True
apartment_2,seq_0010,1,1,"[-5.987, -3.724, -6.359]","[3.331, 0.177, 1.175]",True,True
apartment_2,seq_0010,2,2,"[-5.987, -3.724, -6.359]","[3.331, 0.177, 1.859]",True,True
apartment_2,seq_0010,4,4,"[-6.664, -3.976, -8.754]","[3.386, 0.294, 1.859]",True,True
apartment_2,seq_0010,8,8,"[-7.518, -3.819, -10.995]","[3.801, 0.376, 2.051]",True,True
apartment_2,seq_0010,16,16,"[-7.717, -3.976, -10.995]","[4.443, 0.442, 2.051]",True,True
apartment_2,seq_0010,-1,21,"[-7.717, -3.976, -10.995]","[4.443, 0.442, 2.051]",True,True
apartment_2,seq_0011,1,1,"[-9.834, -3.597, -9.753]","[3.803, 0.23, -0.989]",True,True
apartment_2,seq_0011,2,2,"[-9.834, -3.665, -9.753]","[4.573, 0.386, -0.833]",True,True
apartment_2,seq_0011,4,4,"[-9.834, -3.665, -9.753]","[4.573, 0.404, -0.833]",True,True
apartment_2,seq_0011,8,8,"[-9.834, -3.665, -9.753]","[4.573, 0.539, -0.833]",True,True
apartment_2,seq_0011,16,15,"[-9.834, -3.695, -9.753]","[6.62, 0.539, -0.832]",True,True
apartment_2,seq_0011,-1,15,"[-9.834, -3.695, -9.753]","[6.62, 0.539, -0.832]",True,True
frl_apartment_5,seq_0000,1,1,"[-3.444, -3.458, -6.515]","[6.511, 0.712, 1.903]",True,True
frl_apartment_5,seq_0000,2,2,"[-3.444, -3.605, -6.515]","[8.599, 0.712, 2.219]",True,True
frl_apartment_5,seq_0000,4,4,"[-3.849, -3.605, -6.885]","[10.445, 0.712, 2.643]",True,True
frl_apartment_5,seq_0000,8,8,"[-3.987, -3.767, -7.946]","[11.22, 0.853, 2.643]",True,True
frl_apartment_5,seq_0000,16,15,"[-3.987, -3.767, -7.946]","[11.22, 0.853, 2.643]",True,True
frl_apartment_5,seq_0000,-1,15,"[-3.987, -3.767, -7.946]","[11.22, 0.853, 2.643]",True,True
frl_apartment_5,seq_0001,1,1,"[-3.567, -3.497, -6.427]","[12.052, 0.726, 1.284]",True,True
frl_apartment_5,seq_0001,2,2,"[-4.887, -3.725, -6.427]","[12.052, 1.79, 1.284]",True,True
frl_apartment_5,seq_0001,4,4,"[-4.887, -3.725, -6.464]","[12.052, 1.79, 1.689]",True,True
frl_apartment_5,seq_0001,8,8,"[-4.887, -3.725, -6.579]","[12.052, 1.79, 1.764]",True,True
frl_apartment_5,seq_0001,16,16,"[-4.887, -3.725, -6.609]","[12.052, 1.79, 1.764]",True,True
frl_apartment_5,seq_0001,-1,16,"[-4.887, -3.725, -6.609]","[12.052, 1.79, 1.764]",True,True
frl_apartment_5,seq_0002,1,1,"[-1.872, -3.458, -6.939]","[10.184, 1.086, -0.039]",True,True
frl_apartment_5,seq_0002,2,2,"[-3.46, -3.828, -6.939]","[10.184, 2.255, 1.597]",True,True
frl_apartment_5,seq_0002,4,4,"[-3.888, -3.828, -7.01]","[12.865, 2.255, 1.732]",True,True
frl_apartment_5,seq_0002,8,8,"[-4.191, -3.828, -7.069]","[12.417, 2.255, 1.745]",True,True
frl_apartment_5,seq_0002,16,16,"[-4.065, -3.828, -7.01]","[12.865, 2.255, 2.095]",True,True
frl_apartment_5,seq_0002,-1,60,"[-4.765, -3.881, -7.142]","[13.266, 2.255, 2.095]",True,True
frl_apartment_5,seq_0003,1,1,"[-1.846, -3.491, -7.374]","[10.12, 0.411, 2.027]",True,True
frl_apartment_5,seq_0003,2,2,"[-2.395, -3.497, -7.374]","[10.12, 0.712, 2.027]",True,True
frl_apartment_5,seq_0003,4,4,"[-2.395, -3.507, -8.179]","[10.12, 0.712, 2.027]",True,True
frl_apartment_5,seq_0003,8,8,"[-2.575, -3.54, -8.173]","[10.12, 0.712, 2.348]",True,True
frl_apartment_5,seq_0003,16,14,"[-2.914, -3.54, -8.179]","[10.12, 0.712, 2.471]",True,True
frl_apartment_5,seq_0003,-1,14,"[-2.914, -3.54, -8.179]","[10.12, 0.712, 2.471]",True,True
frl_apartment_5,seq_0004,1,1,"[-3.489, -3.579, -7.372]","[9.55, 0.755, 1.457]",True,True
frl_apartment_5,seq_0004,2,2,"[-3.489, -3.579, -7.372]","[9.55, 0.755, 2.29]",True,True
frl_apartment_5,seq_0004,4,4,"[-3.694, -3.579, -7.372]","[10.56, 0.853, 2.29]",True,True
frl_apartment_5,seq_0004,8,8,"[-3.537, -3.62, -7.564]","[10.855, 1.049, 2.29]",True,True
frl_apartment_5,seq_0004,16,15,"[-3.694, -3.62, -8.005]","[11.204, 1.119, 2.29]",True,True
frl_apartment_5,seq_0004,-1,15,"[-3.694, -3.62, -8.005]","[11.204, 1.119, 2.29]",True,True
frl_apartment_5,seq_0005,1,1,"[-4.167, -3.458, -6.089]","[9.744, 0.753, 1.46]",True,True
frl_apartment_5,seq_0005,2,2,"[-5.18, -3.49, -6.58]","[9.744, 0.911, 1.46]",True,True
frl_apartment_5,seq_0005,4,4,"[-5.18, -3.517, -6.58]","[10.062, 0.911, 1.58]",True,True
frl_apartment_5,seq_0005,8,8,"[-5.872, -3.543, -6.699]","[9.961, 0.911, 1.571]",True,True
frl_apartment_5,seq_0005,16,16,"[-5.872, -3.725, -7.043]","[10.062, 0.911, 1.58]",True,True
frl_apartment_5,seq_0005,-1,33,"[-5.872, -3.744, -7.043]","[10.171, 1.055, 1.623]",True,True
frl_apartment_5,seq_0006,1,1,"[-4.014, -3.478, -6.525]","[8.46, 0.72, 1.478]",True,True
frl_apartment_5,seq_0006,2,2,"[-5.189, -3.517, -6.525]","[8.46, 0.888, 1.863]",True,True
frl_apartment_5,seq_0006,4,4,"[-5.189, -3.517, -6.525]","[8.46, 0.888, 1.863]",True,True
frl_apartment_5,seq_0006,8,8,"[-5.937, -3.517, -6.561]","[8.996, 0.907, 1.863]",True,True
frl_apartment_5,seq_0006,16,16,"[-5.937, -3.545, -6.865]","[8.996, 0.907, 1.863]",True,True
frl_apartment_5,seq_0006,-1,18,"[-5.937, -3.623, -6.865]","[8.996, 0.907, 1.863]",True,True
frl_apartment_5,seq_0007,1,1,"[-2.984, -3.458, -7.001]","[9.817, 0.816, 1.421]",True,True
frl_apartment_5,seq_0007,2,2,"[-2.984, -3.507, -7.001]","[9.817, 0.816, 1.421]",True,True
frl_apartment_5,seq_0007,4,4,"[-3.527, -3.507, -7.001]","[12.449, 0.816, 1.594]",True,True
frl_apartment_5,seq_0007,8,8,"[-3.557, -3.507, -7.069]","[12.41, 0.899, 2.487]",True,True
frl_apartment_5,seq_0007,16,16,"[-3.557, -3.507, -7.382]","[12.449, 1.121, 2.487]",True,True
frl_apartment_5,seq_0007,-1,29,"[-3.678, -3.507, -7.382]","[12.449, 1.121, 2.487]",True,True
frl_apartment_5,seq_0008,1,1,"[-3.517, -3.568, -6.462]","[9.645, 0.883, 1.854]",True,True
frl_apartment_5,seq_0008,2,2,"[-4.062, -3.568, -6.462]","[9.645, 0.883, 1.854]",True,True
frl_apartment_5,seq_0008,4,4,"[-4.062, -3.568, -6.462]","[9.645, 0.883, 2.074]",True,True
frl_apartment_5,seq_0008,8,8,"[-4.062, -3.578, -6.462]","[9.645, 1.012, 2.631]",True,True
frl_apartment_5,seq_0008,16,16,"[-4.062, -3.767, -6.462]","[9.645, 1.324, 2.631]",True,True
frl_apartment_5,seq_0008,-1,24,"[-4.062, -3.767, -6.462]","[9.645, 1.324, 2.631]",True,True
frl_apartment_5,seq_0009,1,1,"[-2.151, -3.497, -7.166]","[10.41, 0.712, 2.577]",True,True
frl_apartment_5,seq_0009,2,2,"[-5.524, -4.08, -7.166]","[10.41, 1.286, 2.577]",True,True
frl_apartment_5,seq_0009,4,4,"[-5.524, -4.08, -7.649]","[11.219, 1.286, 2.577]",True,True
frl_apartment_5,seq_0009,8,8,"[-5.524, -4.08, -7.688]","[11.802, 1.569, 2.577]",True,True
frl_apartment_5,seq_0009,16,16,"[-5.524, -4.08, -7.649]","[12.238, 1.688, 2.577]",True,True
frl_apartment_5,seq_0009,-1,34,"[-5.524, -4.08, -8.572]","[12.238, 1.749, 2.577]",True,True
frl_apartment_5,seq_0010,1,1,"[-3.99, -3.456, -8.311]","[10.856, 0.933, 1.5]",True,True
frl_apartment_5,seq_0010,2,2,"[-3.99, -3.497, -8.311]","[11.307, 0.933, 1.695]",True,True
frl_apartment_5,seq_0010,4,4,"[-3.99, -3.507, -8.311]","[11.307, 0.933, 3.117]",True,True
frl_apartment_5,seq_0010,8,8,"[-4.474, -3.517, -8.56]","[11.307, 0.933, 2.378]",True,True
frl_apartment_5,seq_0010,16,16,"[-4.474, -3.555, -8.56]","[11.307, 0.933, 3.117]",True,True
frl_apartment_5,seq_0010,-1,32,"[-4.474, -3.641, -8.56]","[11.307, 0.933, 3.117]",True,True
frl_apartment_5,seq_0011,1,1,"[-3.728, -3.517, -5.41]","[8.632, 0.816, 1.295]",True,True
frl_apartment_5,seq_0011,2,2,"[-3.78, -3.556, -5.41]","[8.632, 0.816, 1.295]",True,True
frl_apartment_5,seq_0011,4,4,"[-4.005, -3.556, -5.41]","[8.632, 0.885, 1.611]",True,True
frl_apartment_5,seq_0011,8,8,"[-3.904, -3.564, -5.41]","[8.632, 0.908, 1.424]",True,True
frl_apartment_5,seq_0011,16,16,"[-4.028, -3.564, -5.41]","[8.632, 0.908, 1.611]",True,True
frl_apartment_5,seq_0011,-1,18,"[-4.028, -3.564, -5.41]","[8.632, 0.908, 1.611]",True,True
frl_apartment_5,seq_0012,1,1,"[-3.206, -3.468, -5.737]","[7.42, 0.548, 2.77]",True,True
frl_apartment_5,seq_0012,2,2,"[-3.206, -3.663, -5.737]","[9.021, 0.606, 2.77]",True,True
frl_apartment_5,seq_0012,4,4,"[-3.853, -3.663, -7.007]","[10.507, 0.712, 2.77]",True,True
frl_apartment_5,seq_0012,8,8,"[-4.047, -3.663, -7.313]","[11.361, 0.712, 3.197]",True,True
frl_apartment_5,seq_0012,16,15,"[-4.259, -3.663, -7.513]","[11.361, 0.712, 3.197]",True,True
frl_apartment_5,seq_0012,-1,15,"[-4.259, -3.663, -7.513]","[11.361, 0.712, 3.197]",True,True
frl_apartment_5,seq_0013,1,1,"[-4.227, -3.586, -8.774]","[10.144, 1.282, 1.212]",True,True
frl_apartment_5,seq_0013,2,2,"[-4.227, -3.586, -8.774]","[10.144, 1.282, 2.155]",True,True
frl_apartment_5,seq_0013,4,4,"[-4.227, -3.586, -9.077]","[11.516, 1.282, 2.155]",True,True
frl_apartment_5,seq_0013,8,8,"[-4.227, -3.586, -9.259]","[11.516, 1.282, 2.358]",True,True
frl_apartment_5,seq_0013,16,16,"[-4.471, -3.586, -9.259]","[11.516, 1.282, 2.696]",True,True
frl_apartment_5,seq_0013,-1,16,"[-4.471, -3.586, -9.259]","[11.516, 1.282, 2.696]",True,True
frl_apartment_5,seq_0014,1,1,"[-2.649, -3.478, -8.846]","[7.966, 1.012, 3.127]",True,True
frl_apartment_5,seq_0014,2,2,"[-2.649, -3.663, -8.846]","[8.433, 1.012, 3.127]",True,True
frl_apartment_5,seq_0014,4,4,"[-3.402, -3.663, -8.846]","[8.975, 1.012, 3.127]",True,True
frl_apartment_5,seq_0014,8,8,"[-3.67, -3.663, -9.433]","[11.146, 1.012, 3.127]",True,True
frl_apartment_5,seq_0014,16,16,"[-3.402, -3.764, -8.981]","[10.753, 1.116, 4.901]",True,True
frl_apartment_5,seq_0014,-1,44,"[-3.801, -3.764, -9.433]","[11.146, 1.116, 4.901]",True,True
office_4,seq_0000,1,1,"[-1.52, -3.165, -4.703]","[5.661, 0.59, 2.514]",True,True
office_4,seq_0000,2,2,"[-1.572, -3.206, -5.347]","[5.663, 0.746, 3.203]",True,True
office_4,seq_0000,4,4,"[-1.839, -3.206, -5.347]","[5.663, 0.746, 3.203]",True,True
office_4,seq_0000,8,8,"[-3.072, -3.214, -5.347]","[5.663, 0.746, 3.203]",True,True
office_4,seq_0000,16,15,"[-3.332, -3.214, -5.347]","[5.697, 0.746, 3.203]",True,True
office_4,seq_0000,-1,15,"[-3.332, -3.214, -5.347]","[5.697, 0.746, 3.203]",True,True
office_4,seq_0001,1,1,"[-1.793, -3.122, -4.501]","[5.311, 0.87, 1.499]",True,True
office_4,seq_0001,2,2,"[-1.793, -3.204, -4.526]","[5.311, 0.87, 2.487]",True,True
office_4,seq_0001,4,4,"[-1.793, -3.233, -4.725]","[5.311, 0.87, 2.79]",True,True
office_4,seq_0001,8,8,"[-2.155, -3.253, -4.784]","[5.442, 0.977, 3.835]",True,True
office_4,seq_0001,16,14,"[-2.155, -3.304, -4.784]","[5.442, 0.977, 3.835]",True,True
office_4,seq_0001,-1,14,"[-2.155, -3.304, -4.784]","[5.442, 0.977, 3.835]",True,True
office_4,seq_0002,1,1,"[-1.508, -3.155, -4.524]","[5.298, 0.57, 2.604]",True,True
office_4,seq_0002,2,2,"[-1.875, -3.155, -4.556]","[5.298, 0.911, 2.604]",True,True
office_4,seq_0002,4,4,"[-1.875, -3.278, -4.664]","[5.405, 0.911, 3.517]",True,True
office_4,seq_0002,8,8,"[-1.875, -3.278, -4.724]","[5.592, 0.911, 3.957]",True,True
office_4,seq_0002,16,16,"[-1.875, -3.381, -4.852]","[5.592, 0.911, 4.077]",True,True
office_4,seq_0002,-1,16,"[-1.875, -3.381, -4.852]","[5.592, 0.911, 4.077]",True,True
office_4,seq_0003,1,1,"[-2.448, -3.233, -4.92]","[5.437, 0.629, 2.627]",True,True
office_4,seq_0003,2,2,"[-2.448, -3.341, -5.198]","[5.437, 1.263, 2.627]",True,True
office_4,seq_0003,4,4,"[-2.454, -3.341, -5.219]","[5.437, 1.263, 3.202]",True,True
office_4,seq_0003,8,8,"[-3.697, -3.377, -6.042]","[5.509, 1.263, 3.382]",True,True
office_4,seq_0003,16,16,"[-3.697, -3.377, -6.042]","[5.528, 1.263, 3.382]",True,True
office_4,seq_0003,-1,16,"[-3.697, -3.377, -6.042]","[5.528, 1.263, 3.382]",True,True
office_4,seq_0004,1,1,"[-1.385, -3.214, -4.404]","[6.891, 0.746, 2.521]",True,True
office_4,seq_0004,2,2,"[-4.164, -3.614, -8.661]","[6.891, 0.976, 2.843]",True,True
office_4,seq_0004,4,4,"[-4.164, -3.614, -8.661]","[6.891, 0.976, 2.843]",True,True
office_4,seq_0004,8,8,"[-4.164, -3.614, -8.661]","[6.891, 0.976, 2.855]",True,True
office_4,seq_0004,16,16,"[-4.164, -3.614, -8.661]","[7.02, 0.976, 2.969]",True,True
office_4,seq_0004,-1,18,"[-4.164, -3.614, -8.661]","[7.153, 0.976, 3.051]",True,True
office_4,seq_0005,1,1,"[-1.565, -3.204, -4.537]","[6.904, 0.736, 2.675]",True,True
office_4,seq_0005,2,2,"[-1.637, -3.322, -4.537]","[6.904, 0.976, 2.675]",True,True
office_4,seq_0005,4,4,"[-1.637, -3.322, -4.537]","[6.904, 0.976, 3.16]",True,True
office_4,seq_0005,8,8,"[-1.948, -3.322, -4.537]","[6.904, 0.976, 4.775]",True,True
office_4,seq_0005,16,16,"[-1.948, -3.322, -4.537]","[7.007, 0.976, 4.775]",True,True
office_4,seq_0005,-1,21,"[-1.948, -3.397, -4.537]","[7.007, 0.976, 4.775]",True,True
office_4,seq_0006,1,1,"[-1.734, -3.194, -4.667]","[5.76, 0.59, 2.494]",True,True
office_4,seq_0006,2,2,"[-1.734, -3.227, -5.288]","[5.76, 0.736, 2.596]",True,True
office_4,seq_0006,4,4,"[-2.183, -3.233, -5.288]","[5.76, 0.746, 2.596]",True,True
office_4,seq_0006,8,8,"[-2.6, -3.243, -5.288]","[5.76, 0.765, 2.768]",True,True
office_4,seq_0006,16,16,"[-3.155, -3.243, -5.288]","[5.76, 0.765, 2.768]",True,True
office_4,seq_0006,-1,16,"[-3.155, -3.243, -5.288]","[5.76, 0.765, 2.768]",True,True
office_4,seq_0007,1,1,"[-1.624, -3.184, -4.964]","[5.595, 0.531, 3.84]",True,True
office_4,seq_0007,2,2,"[-1.624, -3.214, -4.964]","[5.664, 0.976, 3.84]",True,True
office_4,seq_0007,4,4,"[-1.624, -3.233, -5.063]","[5.664, 0.976, 3.84]",True,True
office_4,seq_0007,8,8,"[-2.119, -3.296, -5.545]","[5.819, 0.976, 3.84]",True,True
office_4,seq_0007,16,16,"[-1.961, -3.314, -5.563]","[5.934, 0.976, 3.84]",True,True
office_4,seq_0007,-1,23,"[-2.119, -3.314, -5.563]","[5.934, 0.976, 3.84]",True,True
office_4,seq_0008,1,1,"[-1.351, -3.227, -4.79]","[6.795, 0.976, 2.927]",True,True
office_4,seq_0008,2,2,"[-2.798, -3.227, -6.309]","[6.795, 0.976, 2.927]",True,True
office_4,seq_0008,4,4,"[-3.006, -3.227, -6.309]","[7.321, 0.976, 3.369]",True,True
office_4,seq_0008,8,8,"[-2.972, -3.227, -6.336]","[7.321, 0.976, 3.369]",True,True
office_4,seq_0008,16,15,"[-3.439, -3.233, -6.352]","[7.321, 0.976, 3.369]",True,True
office_4,seq_0008,-1,15,"[-3.439, -3.233, -6.352]","[7.321, 0.976, 3.369]",True,True
office_4,seq_0009,1,1,"[-1.845, -3.204, -5.71]","[5.844, 0.716, 2.447]",True,True
office_4,seq_0009,2,2,"[-2.918, -3.214, -5.71]","[5.844, 0.976, 2.996]",True,True
office_4,seq_0009,4,4,"[-2.918, -3.214, -5.71]","[6.633, 0.976, 3.032]",True,True
office_4,seq_0009,8,8,"[-3.168, -3.214, -6.827]","[6.608, 0.976, 3.032]",True,True
office_4,seq_0009,16,16,"[-3.306, -3.233, -6.827]","[6.818, 0.976, 3.032]",True,True
office_4,seq_0009,-1,19,"[-4.474, -3.233, -7.586]","[6.818, 0.976, 3.032]",True,True
office_4,seq_0010,1,1,"[-1.562, -3.155, -4.35]","[5.493, 0.541, 2.635]",True,True
office_4,seq_0010,2,2,"[-1.562, -3.155, -4.43]","[5.493, 1.071, 2.635]",True,True
office_4,seq_0010,4,4,"[-1.968, -3.184, -5.19]","[5.551, 1.071, 2.635]",True,True
office_4,seq_0010,8,8,"[-2.002, -3.194, -5.15]","[5.586, 1.071, 2.644]",True,True
office_4,seq_0010,16,14,"[-2.002, -3.194, -5.19]","[5.586, 1.071, 2.709]",True,True
office_4,seq_0010,-1,14,"[-2.002, -3.194, -5.19]","[5.586, 1.071, 2.709]",True,True
office_4,seq_0011,1,1,"[-1.875, -3.243, -4.55]","[5.734, 0.697, 2.902]",True,True
office_4,seq_0011,2,2,"[-2.689, -3.281, -4.963]","[5.734, 0.871, 2.902]",True,True
office_4,seq_0011,4,4,"[-2.689, -3.281, -5.308]","[5.948, 0.871, 3.607]",True,True
office_4,seq_0011,8,8,"[-2.689, -3.281, -4.963]","[6.789, 0.871, 4.029]",True,True
office_4,seq_0011,16,16,"[-2.689, -3.281, -7.164]","[6.789, 0.871, 4.62]",True,True
office_4,seq_0011,-1,24,"[-2.689, -3.281, -7.164]","[6.789, 0.976, 4.62]",True,True
