scene,seq,N_req,N,box_lo,box_hi,A_in_box,B_in_box
apartment_2,seq_0003,2,2,"[-4.481, -4.002, -18.044]","[5.247, 0.44, -0.845]",True,True
apartment_2,seq_0003,4,4,"[-8.785, -4.002, -18.044]","[5.247, 0.44, -0.427]",True,True
apartment_2,seq_0003,8,8,"[-8.686, -4.063, -18.044]","[5.247, 0.44, -0.845]",True,True
apartment_2,seq_0003,16,16,"[-8.785, -4.268, -18.044]","[5.574, 0.44, 0.205]",True,True
apartment_2,seq_0003,-1,31,"[-8.785, -4.268, -18.044]","[5.574, 0.44, 0.205]",True,True
apartment_2,seq_0004,1,1,"[-6.666, -3.566, -10.053]","[3.631, 0.353, -0.364]",True,True
apartment_2,seq_0004,2,2,"[-7.236, -4.528, -15.998]","[5.02, 0.44, -0.364]",True,True
apartment_2,seq_0004,4,4,"[-7.236, -4.528, -15.998]","[5.68, 0.44, -0.364]",True,True
apartment_2,seq_0004,8,8,"[-7.236, -4.528, -16.49]","[5.064, 0.519, 0.84]",True,True
apartment_2,seq_0004,16,16,"[-10.066, -4.528, -16.49]","[5.68, 0.519, -0.129]",True,True
apartment_2,seq_0004,-1,42,"[-10.066, -4.528, -16.764]","[5.68, 0.519, 0.84]",True,True
apartment_2,seq_0005,1,1,"[-4.034, -4.208, -7.225]","[4.696, 0.294, 0.549]",True,True
apartment_2,seq_0005,2,2,"[-4.034, -4.208, -7.225]","[7.861, 0.294, 2.567]",True,True
apartment_2,seq_0005,4,4,"[-4.034, -4.208, -7.225]","[8.286, 0.392, 2.567]",True,True
apartment_2,seq_0005,8,8,"[-4.034, -4.208, -7.225]","[8.491, 0.421, 2.567]",True,True
apartment_2,seq_0005,16,16,"[-4.034, -4.208, -7.225]","[8.491, 0.421, 2.567]",True,True
apartment_2,seq_0005,-1,18,"[-4.034, -4.208, -7.225]","[8.594, 0.421, 2.567]",True,True
apartment_2,seq_0006,1,1,"[-5.272, -3.688, -9.338]","[5.321, 0.382, -0.901]",True,True
apartment_2,seq_0006,2,2,"[-7.21, -3.859, -9.338]","[5.357, 0.573, -0.723]",True,True
apartment_2,seq_0006,4,4,"[-7.21, -3.925, -9.503]","[10.638, 0.573, -0.608]",True,True
apartment_2,seq_0006,8,8,"[-8.583, -3.859, -9.473]","[10.488, 0.573, 1.392]",True,True
apartment_2,seq_0006,16,16,"[-8.583, -4.32, -9.828]","[10.638, 0.573, 1.392]",True,True
apartment_2,seq_0006,-1,18,"[-8.583, -4.32, -9.859]","[10.638, 0.573, 1.392]",True,True
apartment_2,seq_0007,1,1,"[-5.462, -3.566, -10.964]","[3.681, 0.284, -0.737]",True,True
apartment_2,seq_0007,2,2,"[-5.462, -3.566, -10.964]","[3.681, 0.353, 4.199]",True,True
apartment_2,seq_0007,4,4,"[-5.903, -3.739, -12.676]","[6.428, 0.372, 4.199]",True,True
apartment_2,seq_0007,8,8,"[-8.754, -3.802, -11.034]","[3.681, 0.382, 4.199]",True,True
apartment_2,seq_0007,16,16,"[-8.578, -4.065, -12.676]","[6.428, 0.382, 4.199]",True,True
apartment_2,seq_0007,-1,30,"[-8.754, -4.065, -12.676]","[6.428, 0.382, 4.199]",True,True
apartment_2,seq_0008,1,1,"[-3.279, -3.781, -10.577]","[6.186, 0.278, -0.854]",True,True
apartment_2,seq_0008,2,2,"[-6.086, -3.851, -13.998]","[6.186, 0.343, -0.854]",True,True
apartment_2,seq_0008,4,4,"[-6.086, -3.851, -13.998]","[6.186, 0.343, -0.742]",True,True
apartment_2,seq_0008,8,8,"[-8.3, -3.851, -13.998]","[6.334, 0.362, -0.615]",True,True
apartment_2,seq_0008,16,16,"[-8.345, -3.873, -13.998]","[6.664, 0.372, 0.044]",True,True
apartment_2,seq_0008,-1,23,"[-8.345, -3.873, -13.998]","[6.664, 0.372, 0.044]",True,True
apartment_2,seq_0009,1,1,"[-3.557, -3.519, -12.203]","[6.36, 0.392, -2.028]",True,True
apartment_2,seq_0009,2,2,"[-3.557, -3.556, -12.203]","[6.36, 0.392, -2.028]",True,True
apartment_2,seq_0009,4,4,"[-4.844, -3.849, -13.375]","[7.787, 0.392, -2.028]",True,True
apartment_2,seq_0009,8,8,"[-4.833, -5.344, -12.203]","[7.336, 1.045, 2.41]",True,True
apartment_2,seq_0009,16,16,"[-5.842, -4.173, -13.578]","[7.787, 0.421, 2.41]",True,True
apartment_2,seq_0009,-1,25,"[-5.842, -5.344, -13.578]","[7.787, 1.045, 2.41]",True,True
apartment_2,seq_0010,1,1,"[-4.837, -3.49, -7.717]","[4.231, 0.323, 1.724]",True,True
apartment_2,seq_0010,2,2,"[-4.837, -3.519, -7.717]","[4.231, 0.372, 2.812]",True,True
apartment_2,seq_0010,4,4,"[-5.04, -3.679, -9.506]","[5.437, 0.382, 2.812]",True,True
apartment_2,seq_0010,8,8,"[-6.314, -4.652, -10.995]","[4.231, 0.431, 2.872]",True,True
apartment_2,seq_0010,16,16,"[-6.314, -4.652, -10.995]","[5.437, 0.431, 3.029]",True,True
apartment_2,seq_0010,-1,21,"[-6.314, -4.652, -10.995]","[5.437, 0.431, 3.502]",True,True
apartment_2,seq_0011,1,1,"[-4.029, -3.637, -9.757]","[7.254, 0.255, 0.405]",True,True
apartment_2,seq_0011,2,2,"[-4.029, -3.637, -9.757]","[7.254, 0.353, 0.405]",True,True
apartment_2,seq_0011,4,4,"[-4.667, -3.802, -10.685]","[7.305, 0.353, 0.405]",True,True
apartment_2,seq_0011,8,8,"[-5.115, -3.637, -9.757]","[7.398, 0.372, 0.405]",True,True
apartment_2,seq_0011,16,15,"[-5.266, -3.802, -10.685]","[11.438, 0.372, 0.405]",True,True
apartment_2,seq_0011,-1,15,"[-5.266, -3.802, -10.685]","[11.438, 0.372, 0.405]",True,True
frl_apartment_5,seq_0000,1,1,"[-5.88, -3.5, -7.528]","[6.088, 0.717, 1.727]",True,True
frl_apartment_5,seq_0000,2,2,"[-5.88, -3.728, -7.528]","[9.481, 0.717, 4.675]",True,True
frl_apartment_5,seq_0000,4,4,"[-5.88, -3.93, -7.528]","[10.058, 0.809, 4.675]",True,True
frl_apartment_5,seq_0000,8,8,"[-6.122, -4.034, -7.528]","[10.663, 0.983, 4.675]",True,True
frl_apartment_5,seq_0000,16,15,"[-6.29, -4.034, -7.74]","[10.663, 0.983, 4.706]",True,True
frl_apartment_5,seq_0000,-1,15,"[-6.29, -4.034, -7.74]","[10.663, 0.983, 4.706]",True,True
frl_apartment_5,seq_0001,1,1,"[-3.547, -3.56, -6.813]","[12.052, 0.706, 1.898]",True,True
frl_apartment_5,seq_0001,2,2,"[-3.547, -3.56, -7.012]","[12.052, 1.155, 1.898]",True,True
frl_apartment_5,seq_0001,4,4,"[-3.696, -3.802, -7.012]","[12.052, 1.166, 2.034]",True,True
frl_apartment_5,seq_0001,8,8,"[-3.547, -3.802, -7.012]","[12.052, 1.191, 2.023]",True,True
frl_apartment_5,seq_0001,16,16,"[-4.514, -3.802, -7.012]","[12.052, 1.191, 2.034]",True,True
frl_apartment_5,seq_0001,-1,16,"[-4.514, -3.802, -7.012]","[12.052, 1.191, 2.034]",True,True
frl_apartment_5,seq_0002,1,1,"[-1.872, -3.672, -7.205]","[10.005, 0.738, -0.901]",True,True
frl_apartment_5,seq_0002,2,2,"[-3.543, -4.057, -7.205]","[10.005, 1.662, 1.527]",True,True
frl_apartment_5,seq_0002,4,4,"[-3.543, -4.057, -7.205]","[12.865, 1.662, 1.857]",True,True
frl_apartment_5,seq_0002,8,8,"[-4.382, -4.057, -7.205]","[11.222, 1.662, 1.984]",True,True
frl_apartment_5,seq_0002,16,16,"[-4.112, -4.057, -7.205]","[14.059, 1.662, 2.081]",True,True
frl_apartment_5,seq_0002,-1,60,"[-4.754, -4.057, -7.216]","[14.209, 1.662, 2.081]",True,True
frl_apartment_5,seq_0003,1,1,"[-2.254, -4.113, -8.829]","[9.819, 0.836, 2.079]",True,True
frl_apartment_5,seq_0003,2,2,"[-2.254, -4.113, -8.829]","[13.797, 0.836, 2.079]",True,True
frl_apartment_5,seq_0003,4,4,"[-2.254, -4.113, -9.628]","[13.797, 0.836, 2.165]",True,True
frl_apartment_5,seq_0003,8,8,"[-2.785, -4.113, -9.781]","[13.797, 0.836, 2.293]",True,True
frl_apartment_5,seq_0003,16,14,"[-2.785, -4.113, -9.781]","[13.797, 0.836, 2.293]",True,True
frl_apartment_5,seq_0003,-1,14,"[-2.785, -4.113, -9.781]","[13.797, 0.836, 2.293]",True,True
frl_apartment_5,seq_0004,1,1,"[-3.82, -3.837, -7.706]","[10.451, 0.836, 1.797]",True,True
frl_apartment_5,seq_0004,2,2,"[-3.82, -3.837, -7.706]","[11.272, 0.894, 3.169]",True,True
frl_apartment_5,seq_0004,4,4,"[-3.888, -3.857, -7.706]","[11.272, 0.921, 3.169]",True,True
frl_apartment_5,seq_0004,8,8,"[-3.82, -3.931, -7.706]","[11.558, 0.921, 3.169]",True,True
frl_apartment_5,seq_0004,16,15,"[-4.095, -3.931, -7.706]","[11.558, 0.952, 3.214]",True,True
frl_apartment_5,seq_0004,-1,15,"[-4.095, -3.931, -7.706]","[11.558, 0.952, 3.214]",True,True
frl_apartment_5,seq_0005,1,1,"[-5.025, -3.523, -4.516]","[6.526, 0.599, 1.444]",True,True
frl_apartment_5,seq_0005,2,2,"[-5.138, -3.599, -7.049]","[6.526, 0.657, 1.444]",True,True
frl_apartment_5,seq_0005,4,4,"[-6.785, -3.662, -7.049]","[9.168, 0.842, 1.561]",True,True
frl_apartment_5,seq_0005,8,8,"[-7.22, -4.116, -7.049]","[9.47, 0.94, 1.774]",True,True
frl_apartment_5,seq_0005,16,16,"[-6.785, -4.116, -8.134]","[9.961, 0.94, 1.774]",True,True
frl_apartment_5,seq_0005,-1,33,"[-7.22, -4.118, -8.134]","[9.961, 0.955, 1.774]",True,True
frl_apartment_5,seq_0006,1,1,"[-3.162, -3.415, -7.014]","[6.869, 0.969, 2.506]",True,True
frl_apartment_5,seq_0006,2,2,"[-5.207, -3.662, -7.204]","[6.869, 0.969, 2.506]",True,True
frl_apartment_5,seq_0006,4,4,"[-6.984, -3.662, -7.204]","[8.648, 0.969, 2.506]",True,True
frl_apartment_5,seq_0006,8,8,"[-6.703, -3.662, -7.204]","[9.33, 0.999, 2.506]",True,True
frl_apartment_5,seq_0006,16,16,"[-7.283, -3.662, -7.204]","[9.33, 0.999, 2.506]",True,True
frl_apartment_5,seq_0006,-1,18,"[-7.283, -3.662, -7.204]","[9.33, 0.999, 2.506]",True,True
frl_apartment_5,seq_0007,1,1,"[-2.19, -3.331, -7.105]","[9.982, 0.848, 1.711]",True,True
frl_apartment_5,seq_0007,2,2,"[-3.528, -3.64, -7.227]","[9.982, 0.848, 1.711]",True,True
frl_apartment_5,seq_0007,4,4,"[-3.528, -3.64, -7.227]","[12.449, 0.848, 1.903]",True,True
frl_apartment_5,seq_0007,8,8,"[-3.528, -3.711, -7.497]","[12.47, 0.848, 2.353]",True,True
frl_apartment_5,seq_0007,16,16,"[-3.528, -3.711, -7.497]","[12.47, 0.848, 2.204]",True,True
frl_apartment_5,seq_0007,-1,29,"[-3.979, -3.75, -7.503]","[12.47, 0.848, 2.353]",True,True
frl_apartment_5,seq_0008,1,1,"[-6.343, -3.424, -3.04]","[7.99, 0.648, 1.996]",True,True
frl_apartment_5,seq_0008,2,2,"[-6.343, -3.491, -3.04]","[7.99, 0.648, 1.996]",True,True
frl_apartment_5,seq_0008,4,4,"[-6.343, -3.614, -3.092]","[8.027, 0.667, 1.996]",True,True
frl_apartment_5,seq_0008,8,8,"[-7.219, -3.696, -3.962]","[7.99, 0.667, 2.184]",True,True
frl_apartment_5,seq_0008,16,16,"[-10.491, -3.877, -4.49]","[8.027, 0.706, 2.783]",True,True
frl_apartment_5,seq_0008,-1,24,"[-10.491, -3.877, -4.49]","[8.027, 0.775, 2.783]",True,True
frl_apartment_5,seq_0009,1,1,"[-1.399, -3.576, -7.356]","[14.364, 0.618, 1.87]",True,True
frl_apartment_5,seq_0009,2,2,"[-3.917, -3.576, -8.301]","[14.364, 1.324, 1.87]",True,True
frl_apartment_5,seq_0009,4,4,"[-3.917, -3.702, -8.301]","[14.364, 1.324, 2.011]",True,True
frl_apartment_5,seq_0009,8,8,"[-3.997, -3.724, -8.301]","[14.364, 1.324, 1.972]",True,True
frl_apartment_5,seq_0009,16,16,"[-4.192, -3.702, -8.301]","[14.364, 1.442, 2.206]",True,True
frl_apartment_5,seq_0009,-1,34,"[-5.437, -3.736, -8.301]","[14.364, 1.467, 2.327]",True,True
frl_apartment_5,seq_0010,1,1,"[-4.329, -3.452, -8.514]","[10.958, 0.733, 1.557]",True,True
frl_apartment_5,seq_0010,2,2,"[-4.329, -3.452, -8.514]","[11.245, 0.733, 1.676]",True,True
frl_apartment_5,seq_0010,4,4,"[-5.191, -3.662, -8.514]","[11.245, 0.743, 2.101]",True,True
frl_apartment_5,seq_0010,8,8,"[-6.552, -3.795, -9.37]","[13.277, 0.779, 2.914]",True,True
frl_apartment_5,seq_0010,16,16,"[-5.464, -3.795, -9.308]","[13.039, 0.789, 2.914]",True,True
frl_apartment_5,seq_0010,-1,32,"[-6.552, -3.795, -9.37]","[13.277, 0.807, 3.184]",True,True
frl_apartment_5,seq_0011,1,1,"[-3.606, -3.451, -3.487]","[6.523, 0.579, 1.219]",True,True
frl_apartment_5,seq_0011,2,2,"[-3.91, -3.451, -3.487]","[6.523, 0.667, 1.219]",True,True
frl_apartment_5,seq_0011,4,4,"[-7.31, -3.877, -3.487]","[8.002, 0.667, 1.219]",True,True
frl_apartment_5,seq_0011,8,8,"[-4.246, -3.885, -3.487]","[7.852, 0.775, 1.219]",True,True
frl_apartment_5,seq_0011,16,16,"[-7.31, -3.885, -3.487]","[8.152, 0.775, 1.219]",True,True
frl_apartment_5,seq_0011,-1,18,"[-7.31, -3.885, -3.487]","[8.152, 0.775, 1.219]",True,True
frl_apartment_5,seq_0012,1,1,"[-6.183, -3.414, -6.944]","[6.762, 0.794, 2.138]",True,True
frl_apartment_5,seq_0012,2,2,"[-6.183, -3.728, -6.944]","[9.835, 0.809, 5.247]",True,True
frl_apartment_5,seq_0012,4,4,"[-6.676, -3.815, -6.944]","[10.589, 0.809, 5.247]",True,True
frl_apartment_5,seq_0012,8,8,"[-6.676, -3.93, -7.91]","[10.712, 0.848, 5.247]",True,True
frl_apartment_5,seq_0012,16,15,"[-6.676, -3.93, -7.91]","[10.718, 1.019, 5.247]",True,True
frl_apartment_5,seq_0012,-1,15,"[-6.676, -3.93, -7.91]","[10.718, 1.019, 5.247]",True,True
frl_apartment_5,seq_0013,1,1,"[-3.881, -3.596, -9.073]","[10.144, 0.854, 0.87]",True,True
frl_apartment_5,seq_0013,2,2,"[-6.773, -3.606, -9.073]","[10.144, 0.854, 2.037]",True,True
frl_apartment_5,seq_0013,4,4,"[-6.773, -3.734, -9.38]","[11.516, 0.854, 2.037]",True,True
frl_apartment_5,seq_0013,8,8,"[-6.773, -3.812, -9.501]","[11.791, 0.854, 5.535]",True,True
frl_apartment_5,seq_0013,16,16,"[-6.773, -3.812, -9.622]","[12.065, 0.854, 5.535]",True,True
frl_apartment_5,seq_0013,-1,16,"[-6.773, -3.812, -9.622]","[12.065, 0.854, 5.535]",True,True
frl_apartment_5,seq_0014,1,1,"[-2.152, -3.758, -9.281]","[6.791, 0.83, 2.055]",True,True
frl_apartment_5,seq_0014,2,2,"[-2.152, -3.758, -9.281]","[9.295, 0.83, 3.551]",True,True
frl_apartment_5,seq_0014,4,4,"[-3.052, -3.758, -9.281]","[9.295, 0.956, 3.551]",True,True
frl_apartment_5,seq_0014,8,8,"[-4.458, -3.815, -9.354]","[10.929, 0.938, 3.551]",True,True
frl_apartment_5,seq_0014,16,16,"[-5.338, -4.065, -9.953]","[11.589, 1.125, 4.389]",True,True
frl_apartment_5,seq_0014,-1,44,"[-5.338, -4.065, -9.953]","[11.589, 1.125, 4.389]",True,True
office_4,seq_0000,1,1,"[-1.62, -3.069, -4.515]","[8.05, 0.795, 2.474]",True,True
office_4,seq_0000,2,2,"[-1.93, -3.168, -5.054]","[8.05, 0.863, 3.645]",True,True
office_4,seq_0000,4,4,"[-2.826, -3.168, -5.49]","[8.05, 0.863, 4.115]",True,True
office_4,seq_0000,8,8,"[-2.826, -3.168, -5.49]","[8.98, 0.873, 3.753]",True,True
office_4,seq_0000,16,15,"[-2.826, -3.168, -5.49]","[9.264, 0.883, 4.431]",True,True
office_4,seq_0000,-1,15,"[-2.826, -3.168, -5.49]","[9.264, 0.883, 4.431]",True,True
office_4,seq_0001,1,1,"[-2.579, -3.205, -4.678]","[5.358, 0.945, 1.334]",True,True
office_4,seq_0001,2,2,"[-2.579, -3.205, -5.153]","[5.368, 0.945, 3.785]",True,True
office_4,seq_0001,4,4,"[-3.142, -3.205, -5.153]","[5.37, 0.945, 3.785]",True,True
office_4,seq_0001,8,8,"[-2.992, -3.29, -5.153]","[5.368, 0.945, 7.196]",True,True
office_4,seq_0001,16,14,"[-3.142, -3.29, -5.397]","[5.414, 0.945, 7.196]",True,True
office_4,seq_0001,-1,14,"[-3.142, -3.29, -5.397]","[5.414, 0.945, 7.196]",True,True
office_4,seq_0002,1,1,"[-0.963, -3.038, -5.133]","[5.699, 0.785, 2.325]",True,True
office_4,seq_0002,2,2,"[-2.279, -3.038, -5.133]","[5.784, 0.902, 2.325]",True,True
office_4,seq_0002,4,4,"[-2.99, -3.13, -5.133]","[5.93, 0.902, 2.498]",True,True
office_4,seq_0002,8,8,"[-2.99, -3.274, -5.133]","[6.223, 0.902, 3.749]",True,True
office_4,seq_0002,16,16,"[-3.069, -3.274, -5.294]","[6.223, 1.04, 4.249]",True,True
office_4,seq_0002,-1,16,"[-3.069, -3.274, -5.294]","[6.223, 1.04, 4.249]",True,True
office_4,seq_0003,1,1,"[-2.745, -3.067, -4.92]","[6.008, 0.843, 3.426]",True,True
office_4,seq_0003,2,2,"[-2.745, -3.661, -5.146]","[6.008, 1.078, 3.426]",True,True
office_4,seq_0003,4,4,"[-2.933, -3.661, -6.007]","[6.008, 1.078, 6.034]",True,True
office_4,seq_0003,8,8,"[-3.576, -3.661, -8.527]","[6.842, 1.078, 5.904]",True,True
office_4,seq_0003,16,16,"[-3.576, -3.661, -8.527]","[7.785, 1.078, 6.296]",True,True
office_4,seq_0003,-1,16,"[-3.576, -3.661, -8.527]","[7.785, 1.078, 6.296]",True,True
office_4,seq_0004,1,1,"[-1.816, -3.137, -4.079]","[7.544, 0.853, 2.787]",True,True
office_4,seq_0004,2,2,"[-4.164, -3.163, -4.25]","[7.544, 0.853, 3.401]",True,True
office_4,seq_0004,4,4,"[-4.164, -3.188, -5.116]","[7.544, 0.883, 3.401]",True,True
office_4,seq_0004,8,8,"[-4.164, -3.421, -9.651]","[7.564, 0.951, 3.808]",True,True
office_4,seq_0004,16,16,"[-4.164, -3.526, -9.651]","[10.025, 1.039, 3.954]",True,True
office_4,seq_0004,-1,18,"[-4.164, -3.55, -9.651]","[10.025, 1.039, 4.207]",True,True
office_4,seq_0005,1,1,"[-1.857, -3.203, -3.949]","[10.291, 0.843, 2.769]",True,True
office_4,seq_0005,2,2,"[-2.875, -3.531, -4.297]","[10.291, 0.931, 2.769]",True,True
office_4,seq_0005,4,4,"[-2.875, -3.531, -5.653]","[10.291, 0.931, 3.235]",True,True
office_4,seq_0005,8,8,"[-2.875, -3.531, -5.797]","[10.334, 0.931, 3.608]",True,True
office_4,seq_0005,16,16,"[-2.875, -3.531, -5.797]","[10.376, 0.931, 3.608]",True,True
office_4,seq_0005,-1,21,"[-2.875, -3.531, -5.797]","[10.376, 0.931, 4.355]",True,True
office_4,seq_0006,1,1,"[-1.932, -3.087, -4.764]","[6.022, 0.873, 2.572]",True,True
office_4,seq_0006,2,2,"[-2.056, -3.158, -4.95]","[6.022, 0.873, 3.697]",True,True
office_4,seq_0006,4,4,"[-2.553, -3.158, -5.343]","[8.118, 0.922, 3.697]",True,True
office_4,seq_0006,8,8,"[-2.553, -3.158, -5.427]","[8.008, 0.922, 3.746]",True,True
office_4,seq_0006,16,16,"[-2.553, -3.227, -5.889]","[9.55, 0.922, 3.746]",True,True
office_4,seq_0006,-1,16,"[-2.553, -3.227, -5.889]","[9.55, 0.922, 3.746]",True,True
office_4,seq_0007,1,1,"[-0.498, -3.054, -5.553]","[7.504, 0.765, 4.013]",True,True
office_4,seq_0007,2,2,"[-1.373, -3.077, -5.553]","[7.504, 0.843, 4.013]",True,True
office_4,seq_0007,4,4,"[-1.373, -3.077, -5.553]","[7.713, 0.843, 4.815]",True,True
office_4,seq_0007,8,8,"[-1.746, -3.142, -5.553]","[7.742, 0.984, 4.457]",True,True
office_4,seq_0007,16,16,"[-2.329, -3.295, -6.016]","[7.9, 0.853, 5.287]",True,True
office_4,seq_0007,-1,23,"[-2.329, -3.295, -6.016]","[7.9, 0.984, 5.287]",True,True
office_4,seq_0008,1,1,"[-4.165, -3.395, -5.174]","[8.491, 0.853, 3.61]",True,True
office_4,seq_0008,2,2,"[-4.165, -3.395, -6.114]","[8.491, 0.912, 3.842]",True,True
office_4,seq_0008,4,4,"[-4.508, -3.398, -6.132]","[8.773, 0.912, 5.253]",True,True
office_4,seq_0008,8,8,"[-7.87, -3.398, -7.028]","[8.773, 0.912, 5.253]",True,True
office_4,seq_0008,16,15,"[-7.87, -3.398, -7.028]","[8.773, 0.922, 5.253]",True,True
office_4,seq_0008,-1,15,"[-7.87, -3.398, -7.028]","[8.773, 0.922, 5.253]",True,True
office_4,seq_0009,1,1,"[-1.809, -3.121, -5.343]","[5.228, 0.804, 4.437]",True,True
office_4,seq_0009,2,2,"[-3.172, -3.121, -6.106]","[5.964, 0.873, 4.437]",True,True
office_4,seq_0009,4,4,"[-3.172, -3.121, -6.162]","[7.583, 0.873, 4.437]",True,True
office_4,seq_0009,8,8,"[-5.048, -3.218, -7.587]","[7.583, 0.873, 5.506]",True,True
office_4,seq_0009,16,16,"[-5.048, -3.227, -7.587]","[9.137, 0.873, 5.506]",True,True
office_4,seq_0009,-1,19,"[-5.048, -3.421, -7.587]","[9.137, 0.873, 5.506]",True,True
office_4,seq_0010,1,1,"[-2.131, -3.038, -7.487]","[7.633, 0.804, 1.905]",True,True
office_4,seq_0010,2,2,"[-2.703, -3.122, -7.487]","[7.633, 0.875, 1.905]",True,True
office_4,seq_0010,4,4,"[-2.703, -3.122, -8.528]","[8.081, 0.875, 3.405]",True,True
office_4,seq_0010,8,8,"[-3.61, -3.187, -7.691]","[7.633, 0.875, 3.162]",True,True
office_4,seq_0010,16,14,"[-3.617, -3.187, -8.528]","[8.081, 0.875, 3.405]",True,True
office_4,seq_0010,-1,14,"[-3.617, -3.187, -8.528]","[8.081, 0.875, 3.405]",True,True
office_4,seq_0011,1,1,"[-1.93, -3.067, -4.317]","[6.088, 0.902, 4.224]",True,True
office_4,seq_0011,2,2,"[-2.808, -3.398, -5.301]","[6.088, 0.902, 4.224]",True,True
office_4,seq_0011,4,4,"[-2.844, -3.398, -6.167]","[6.088, 0.902, 4.771]",True,True
office_4,seq_0011,8,8,"[-2.808, -3.398, -8.205]","[9.785, 0.922, 4.224]",True,True
office_4,seq_0011,16,16,"[-2.844, -3.398, -8.451]","[9.915, 0.922, 4.771]",True,True
office_4,seq_0011,-1,24,"[-2.844, -3.589, -8.451]","[9.915, 0.922, 4.771]",True,True
